Date,i.diff.GBP,L.GBP,i.diff.SEK,L.SEK,i.diff.ZAR,L.ZAR,i.diff.NZD,L.NZD,i.diff.CAD,L.CAD,i.diff.FRF,L.FRF,i.diff.BEF,L.BEF,i.diff.HKD,L.HKD,i.diff.ESP,L.ESP,i.diff.HUF,L.HUF,i.diff.MXN,L.MXN,i.diff.KES,L.KES,i.diff.JPY,L.JPY,i.diff.ILS,L.ILS,i.diff.LKR,L.LKR,i.diff.AUD,L.AUD,i.diff.DEU,L.DEU,i.diff.DKK,L.DKK,i.diff.ITL,L.ITL,i.diff.CHF,L.CHF,i.diff.COP,L.COP,i.diff.NOK,L.NOK,i.diff.KRW,L.KRW,i.diff.NLG,L.NLG,i.diff.RUB,L.RUB
2003M12,0.0286,4.917991993,0.017826,3.175358763,0.064,5.377266074,0.04268,5.351057966,0.0166,1.086068022,0.0117,0.01071595,0.0109,-0.06928405,-0.0099,-1.18125485,0.01077,-0.08228405,0.108551584,12.96880857,0.0527,6.293517072,0.005482,-0.462933093,-0.00907,0.435359054,0.0408,2.415521458,0.0644,5.587654056,0.0456,4.953781061,0.012363,0.07701595,0.013146,0.083755682,0.012363,0.07701595,-0.0065,-1.783062666,0.0704,9.079840637,0.0173,0.606093028,0.0343,5.152002532,0.012363,0.07701595,0.0689,8.29973207
2004M01,0.0306,2.5410318,0.016955,5.164587358,0.067,9.451850298,0.042466667,1.955203036,0.0135,-0.287389306,0.0112,-1.659737509,0.011,-1.679737509,-0.0087,-1.024085809,0.01368,-1.411737509,0.114401645,11.72412979,0.0421,2.75608367,0.0068,-0.480848551,-0.00894,-2.901043521,0.037,2.344658257,0.0655,6.628119303,0.0465,1.945437529,0.011895,-1.590237509,0.012933,-1.465972534,0.011895,-1.590237509,-0.0065333,-2.847144627,0.0708,8.91047868,0.0136,0.783713313,0.0336,4.513742358,0.011895,-1.590237509,0.042,3.566463704
2004M02,0.0314,1.063214157,0.01526,4.083746135,0.0658,6.161739568,0.04446,-1.015310397,0.012,-0.527460118,0.0109,0.231999901,0.0103,0.171999901,-0.0091,-0.983963182,0.01034,0.175999901,0.117353548,11.12637013,0.047,2.668116821,0.0064125,-1.155579847,-0.00926,-1.32829605,0.0382,2.649695058,0.0676,6.735752126,0.0464,1.082845937,0.011405,0.282499901,0.012493,0.474272699,0.011405,0.282499901,-0.0067167,-0.012684378,0.0692,6.077986166,0.0108,3.180837666,0.0315,3.518129736,0.011405,0.282499901,0.0537,4.550089905
2004M03,0.0328,3.316612035,0.013357,1.893237823,0.0679,8.427004824,0.0432,1.931411348,0.0105,-0.02434155,0.0108,1.243930974,0.0094,1.103930974,-0.0089,-0.926935722,0.01021,1.184930974,0.113988189,11.00373955,0.0528,3.707629208,0.006616,-0.406003435,-0.00918,-3.271542135,0.035,3.583095302,0.0665,4.319697754,0.0458,1.498865832,0.010988,1.262730974,0.012147,1.457822075,0.010988,1.262730974,-0.0068,0.715772679,0.0687,6.541220839,0.0091,1.786834235,0.03,3.370606576,0.010988,1.262730974,0.0447,3.616428621
2004M04,0.0331,4.336177855,0.010573,1.852376898,0.0681,10.35422443,0.0436,4.714029483,0.0099,1.664875488,0.0104,1.550654227,0.0102,1.530654227,-0.0067,-0.67,0.00992,1.502654227,0.10726119,11.73791812,0.05,4.137278016,0.0115,-0.090010334,-0.00948,-1.389335388,0.032,3.999912726,0.0683,4.63434722,0.0458,2.159144987,0.010888,1.599454227,0.012088,1.784703887,0.010888,1.599454227,-0.0068833,0.177954694,0.0688,6.576541847,0.0101,0.018336361,0.0295,2.453084066,0.010888,1.599454227,0.0574,5.351790582
2004M05,0.0344,4.252268539,0.009387,4.631601544,0.0665,9.31988895,0.0441,7.211598185,0.0092,3.234173863,0.0099,-0.040907983,0.0094,-0.090907983,-0.0083,-0.873094136,0.01011,-0.019907983,0.104564175,11.93886762,0.0602,6.491299017,0.018102,1.405589319,-0.01055,-0.537851045,0.0353,4.008717183,0.067,4.802897761,0.0445,3.472435136,0.010259,-0.005007983,0.011364,0.125508372,0.010259,-0.005007983,-0.008,-2.225619307,0.0675,9.603355561,0.0093,-0.836339912,0.0284,3.585157083,0.010259,-0.005007983,0.0834,7.997122419
2004M06,0.0337,2.401985888,0.006844,5.117829156,0.0653,5.454932914,0.046,6.777276846,0.0071,3.278660309,0.0073,1.234268802,0.0073,1.234268802,-0.0105,-1.040768245,0.0068,1.184268802,0.101909895,11.47616325,0.0596,5.502313562,0.0071475,-0.241440231,-0.01285,-1.62143903,0.0324,3.43447505,0.0653,6.050329734,0.0419,5.107409985,0.008127,1.316968802,0.009099,1.364247701,0.008127,1.316968802,-0.0080167,-1.29137095,0.0656,8.333964348,0.0073,0.913794558,0.0261,2.578672939,0.008127,1.316968802,0.091,8.778825076
2004M07,0.0336,2.42570741,0.005766,1.152352345,0.0648,4.626984691,0.046,7.301675291,0.0067,3.480708578,0.006,3.13936245,0.0061,3.14936245,-0.0077,-0.649817777,0.00585,3.12436245,0.100562291,11.58503742,0.0589,6.180851623,0.002965,-0.221105007,-0.01405,0.964022485,0.03,3.650631616,0.0669,6.181961727,0.0405,7.048653735,0.00706,3.24536245,0.008083,3.357730856,0.00706,3.24536245,-0.0088,1.766314669,0.0642,7.544645838,0.0061,5.00504983,0.025,4.073995255,0.00706,3.24536245,0.0729,7.812966788
2004M08,0.032,4.279410826,0.004318,-3.994418613,0.0585,8.700834676,0.046,7.865991472,0.0054,5.037550788,0.0042,5.325448412,0.0043,5.335448412,-0.0106,-0.915142288,0.0048,5.385448412,0.096488618,13.31022914,0.0591,6.004801831,0.006772,-0.03517797,-0.0158,1.127432682,0.0282,4.606574179,0.0576,4.837870393,0.0385,9.467008384,0.005243,5.429748412,0.006188,5.573712244,0.005243,5.429748412,-0.0097,4.765864788,0.0617,7.998745244,0.0043,6.791089628,0.0211,6.677365332,0.005243,5.429748412,0.0541,6.932703911
2004M09,0.0305,6.604311514,0.003218,-6.207257775,0.0544,12.1822673,0.0471,8.648583509,0.0077,3.443504443,0.0035,5.244554607,0.0034,5.234554607,-0.0084,-0.685849862,0.00391,5.285554607,0.093391575,14.11811849,0.0607,7.303522043,0.010685,3.358920905,-0.01672,1.733838643,0.0272,4.389603669,0.0532,5.021985739,0.0374,7.862147411,0.004386,5.333154607,0.005308,5.439398808,0.004386,5.333154607,-0.0098,4.053876553,0.0606,9.851715281,0.0028,5.730819422,0.0184,6.369376906,0.004386,5.333154607,0.0612,8.55592524
2004M10,0.0286,4.696082865,0.001229,-3.348971865,0.0541,8.921972342,0.0447,6.014933035,0.007,1.580512099,0.0017,1.389315585,0.0016,1.379315585,-0.0184,-1.963225492,0.00143,1.362315585,0.088457229,11.30092386,0.0624,6.849619924,0.0208,4.850673611,-0.01866,-0.723946293,0.0249,2.990574639,0.0538,8.043911446,0.0354,5.567274589,0.002773,1.496615585,0.003357,1.499124209,0.002773,1.496615585,-0.0114333,-0.261497453,0.0581,10.02765397,0.0013,0.877984441,0.0165,6.062124456,0.002773,1.496615585,0.0393,5.122377308
2004M11,0.025,3.221845079,-0.001961,-1.718462906,0.0506,5.394799868,0.0416,5.206499486,0.0044,-1.213675695,-0.0012,-0.297232815,-0.0015,-0.327232815,-0.0207,-2.205580949,-0.00125,-0.302232815,0.079112456,8.346959681,0.0639,7.385949234,0.028714,6.325875147,-0.02189,-2.749022009,0.0241,2.467747362,0.0506,7.74005916,0.0324,2.990546234,-0.000197,-0.196932815,0.000164,-0.245207608,-0.000197,-0.196932815,-0.0145,-2.420755175,0.0548,8.543012145,-0.002,-1.226334172,0.0123,3.055035533,-0.000197,-0.196932815,0.0561,6.59386507
2004M12,0.0257,1.910961917,-0.001855,-3.484399597,0.0509,2.99791042,0.0426,5.24047899,0.0029,0.390732772,-0.0014,-2.511079863,-0.0018,-2.551079863,-0.0211,-2.27024812,-0.0014,-2.511079863,0.0715,6.603521633,0.0654,6.871547079,0.058633333,7.33255716,-0.02177,-4.24880772,0.0199,1.738596588,0.0507,7.315855751,0.0323,2.87075817,-6.80E-05,-2.377879863,0.000176,-2.408993011,-6.80E-05,-2.377879863,-0.0146333,-4.09716022,0.0558,5.840730131,-0.0019,-2.178475596,0.0121,2.712703321,-6.80E-05,-2.377879863,0.0268,2.797163489
2005M01,0.0223,2.686869657,-0.00483,-4.027017539,0.0481,2.850271727,0.039733333,4.964815726,-0.0005,-0.511615693,-0.0044,-0.833608157,-0.0044,-0.833608157,-0.0201,-1.960738027,-0.00442,-0.835608157,0.065166576,5.518994778,0.0626,6.839486993,0.05779,5.857645335,-0.02479,-2.981330411,0.0147,1.87641297,0.0486,4.146046662,0.0294,2.94617924,-0.003346,-0.728208157,-0.002842,-0.704153735,-0.003346,-0.728208157,-0.0173,-2.024677187,0.0519,5.774903396,-0.0052,-0.24544908,0.0099,2.268792566,-0.003346,-0.728208157,0.0314,3.727121368
2005M02,0.0207,1.164772223,-0.007452,-1.109387406,0.0451,2.138060774,0.0356,3.809219118,-0.0026,-0.875583515,-0.0068,-3.159144716,-0.0069,-3.169144716,-0.0131,-1.186723872,-0.00689,-3.168144716,0.057495652,3.066725575,0.0659,7.295380386,0.05867,4.965933732,-0.02718,-4.397712066,0.0113,0.935094328,0.0462,4.362198904,0.0291,1.475445654,-0.005817,-3.060844716,-0.005306,-2.905098755,-0.005817,-3.060844716,-0.0196167,-4.722529999,0.0469,4.381227923,-0.008,-1.711441902,0.0087,1.252449258,-0.005817,-3.060844716,0.0326,2.675993142
2005M03,0.0209,-0.121942266,-0.00759,4.055638304,0.0447,-1.404010419,0.0372,2.312887259,-0.0017,-1.144643219,-0.0071,-3.732671461,-0.007,-3.722671461,-0.0031,-0.137337059,-0.00685,-3.707671461,0.046819231,0.007322296,0.0701,8.30697404,0.059,5.14589102,-0.02722,-4.343118213,0.0116,-0.75810269,0.0483,4.668571758,0.0308,2.936758421,-0.005928,-3.615471461,-0.00544,-3.571969018,-0.005928,-3.615471461,-0.01955,-4.604434984,0.0461,5.905853964,-0.0071,-2.161795112,0.0082,0.857875203,-0.005928,-3.615471461,0.0183,0.374359204
2005M04,0.0191,-1.879898354,-0.008543,3.802013126,0.0411,0.073196958,0.0359,0.736968894,-0.0039,-0.023240868,-0.008,-4.081752578,-0.0082,-4.101752578,-0.013,-1.185879208,-0.00822,-4.103752578,0.045749552,1.416481299,0.0716,9.069200838,0.058405,6.191445048,NA,NA,0.0095,-1.014061874,0.0521,4.939174587,0.0291,1.659848862,-0.007028,-3.984552578,-0.00659,-4.036091465,-0.007028,-3.984552578,-0.0208,-6.016918747,0.0445,5.009674001,-0.0079,-2.882882413,0.0068,-0.715873632,-0.007028,-3.984552578,0.0277,1.116078325
2005M05,0.0177,0.226461492,-0.010295,-1.974307706,0.0382,3.043534024,0.0348,1.883394369,-0.0047,1.443546363,-0.0091,-2.034332164,-0.0092,-2.044332164,-0.0005,-0.006782423,-0.0085,-1.974332164,0.044816444,4.3905443,0.0699,8.280856123,0.057298,6.586070012,NA,NA,0.0124,-0.035985422,0.0537,4.906192802,0.0275,2.311255856,-0.008044,-1.928732164,-0.007541,-2.091555918,-0.008044,-1.928732164,-0.0218,-3.261554894,0.0425,4.922290596,-0.0085,-1.725208105,0.0058,-0.756821482,-0.008044,-1.928732164,0.0287,2.26736576
2005M06,0.0151,1.239191735,-0.014087,-3.513165753,0.037,6.610578615,0.0335,2.758762667,-0.0058,1.903316908,-0.0105,-1.63917526,-0.0106,-1.64917526,-0.0018,-0.093443644,-0.01063,-1.65217526,0.040384489,5.034448234,0.067,6.922849146,0.05442,6.803448452,NA,NA,0.0111,0.431105867,0.0595,5.158569372,0.026,1.763864324,-0.00949,-1.53817526,-0.008991,-1.569124524,-0.00949,-1.53817526,-0.0231167,-3.325469907,0.0412,4.827998743,-0.0091,-0.759073208,0.0045,-0.7180822,-0.00949,-1.53817526,0.0333,3.355217435
2005M07,0.0114,1.506833365,-0.01861,-0.798287597,0.0339,4.205325186,0.030633333,4.424645223,-0.0075,1.216796388,-0.0133,-1.062253678,-0.0132,-1.052253678,-0.0033,-0.197028518,-0.0125,-0.982253678,0.03253617,2.138255287,0.064,5.757452219,0.05247,6.814458163,NA,NA,0.0048,-0.575835976,0.0569,5.089351714,0.0231,2.306828869,-0.012206,-0.952853678,-0.011772,-0.896758038,-0.012206,-0.952853678,-0.02585,-1.788055253,0.0376,4.17046297,-0.0112,0.001606627,0.0017,-0.29533624,-0.012206,-0.952853678,0.0163,2.098142833
2005M08,0.0099,-0.620612363,-0.019572,2.937273418,0.0328,1.66389396,0.0298,2.594006499,-0.0072,0.235963254,-0.0144,-3.674014018,-0.0141,-3.644014018,-0.0015,-0.038681406,-0.0142,-3.654014018,0.027233333,-0.544802646,0.0625,6.334525267,0.052154,5.989596974,-0.03439,-7.098761465,0.0059,-1.560542848,0.059,5.365331918,0.0218,0.850309089,-0.013075,-3.541514018,-0.012671,-3.498235065,-0.013075,-3.541514018,-0.0268,-4.873467575,0.0355,4.251404941,-0.0119,-2.980288771,0.0006,-0.52851032,-0.013075,-3.541514018,0.0196,1.354882665
2005M09,0.0098,-0.697220788,-0.019964,0.961709994,0.0327,3.307803285,0.030533333,2.665389961,-0.0061,0.043862653,-0.0145,-2.194127476,-0.0144,-2.184127476,0.0008,0.110948874,-0.0143,-2.174127476,0.022788889,-0.571730545,0.0567,6.319473544,0.0510725,6.230421383,NA,NA,0.0056,0.693357424,0.0615,5.852857431,0.0215,0.079350806,-0.013309,-2.075027476,-0.012934,-2.038610773,-0.013309,-2.075027476,-0.0268,-3.494996667,0.0337,3.509613756,-0.0112,-3.060439454,0.0023,1.45110819,-0.013309,-2.075027476,0.0219,1.750830089
2005M10,0.0058,0.608461646,-0.023952,-2.813343624,0.029,6.671521886,0.0265,1.947125757,-0.0083,0.033585175,-0.0184,-1.994440987,-0.0175,-1.904440987,-0.0033,-0.354762308,-0.01835,-1.989440987,0.02083604,2.644642304,0.0506,6.306074786,0.042982,5.369977868,NA,NA,0.002,0.529933629,0.0579,5.580386462,0.0174,1.284593647,-0.016934,-1.847840987,-0.016722,-1.839408041,-0.016934,-1.847840987,-0.0304,-3.439576829,0.0257,3.079251843,-0.0144,-3.281357255,0.0004,3.411074093,-0.016934,-1.847840987,0.0167,2.389451119
2005M11,0.006,0.94201915,-0.023491,-0.766125215,0.0303,7.327661841,0.0313,1.957037644,-0.0055,0.781951351,-0.0165,-1.148731953,-0.0158,-1.078731953,-0.0027,-0.300942689,-0.01636,-1.134731953,0.022750716,2.699012581,0.049,5.702254711,0.0398325,4.821181086,NA,NA,0.0112,0.969751149,0.0619,5.973963877,0.0177,1.838453416,-0.014991,-0.997831953,-0.014692,-0.983957152,-0.014991,-0.997831953,-0.0285,-2.995353348,0.0255,3.074335691,-0.0132,-1.813232826,0.001,3.584599268,-0.014991,-0.997831953,0.0354,4.66874666
2005M12,0.0049,0.465930312,-0.023043,0.089615914,0.0283,3.734504935,0.0299,-1.317156689,-0.0062,-0.423972217,-0.0169,-0.954606071,-0.0172,-0.984606071,-0.0034,-0.383319152,-0.01723,-0.987606071,0.020277778,1.102381012,0.0421,3.641111136,0.0407975,4.40898123,-0.03987,-3.823814487,0.0108,0.11790937,0.0611,5.814685572,0.0164,0.382605555,-0.015171,-0.781706071,-0.015098,-0.771830315,-0.015171,-0.781706071,-0.0298,-2.663679935,0.0231,2.604251971,-0.0144,-0.271774753,0.0005,1.830804334,-0.015171,-0.781706071,0.0311,4.844348152
2006M01,0.0008,0.134514037,-0.025355,-0.91577102,0.0237,2.639165083,0.02308,-2.502042851,-0.009,-0.347325902,-0.0198,-0.290920045,-0.02,-0.310920045,-0.0102,-0.995236287,-0.0204,-0.350920045,0.015665,-0.548520595,0.0343,1.215220088,0.038632,4.416488438,-0.04366,-3.078037392,0.0068,1.399963502,0.0573,5.444169272,0.0126,1.712707476,-0.018583,-0.169220045,-0.018454,-0.15177601,-0.018583,-0.169220045,-0.0334583,-2.408725778,0.0177,-0.579785973,-0.0185,1.624980327,-0.0022,1.07991324,-0.018583,-0.169220045,0.0193,2.986815962
2006M02,-0.0007,3.181438513,-0.025792,-5.113781996,0.0217,0.579888371,0.0243,-0.609816922,-0.0079,0.902795297,-0.0207,1.415280521,-0.0202,1.465280521,-0.008,-0.793812794,-0.02064,1.421280521,0.014138095,2.644071441,0.0306,0.385514393,0.0351475,4.127465684,-0.04475,-2.973880911,0.0085,2.892696018,0.056,5.361619218,0.011,2.441410278,-0.019096,1.575680521,-0.018526,1.643697851,-0.019096,1.575680521,-0.0333417,0.342930708,0.015,-2.854788906,-0.0194,2.841417704,-0.0026,0.912571361,-0.019096,1.575680521,0.0101,2.883774735
2006M03,-0.0005,2.599671963,-0.02557,-5.778869708,0.0201,-3.538071972,0.0253,1.362294534,-0.0066,1.171099229,-0.0199,0.244575448,-0.019,0.334575448,-0.0069,-0.733280093,-0.01967,0.267575448,0.015555315,1.943513484,0.0286,0.100695936,0.03084,1.763491656,-0.04451,-3.220179668,0.0088,3.070465592,0.0558,5.059577089,0.0109,2.919723916,-0.017974,0.437175448,-0.016723,0.585676573,-0.017974,0.437175448,-0.0327083,-0.787717819,0.0145,-5.56237154,-0.018,0.581966117,-0.0025,0.587034646,-0.017974,0.437175448,0.0128,2.575227513
2006M04,-0.0015,1.886513988,-0.025997,-5.289547736,0.02,-5.371403713,0.024,2.021198125,-0.0062,0.010075523,-0.021,-1.467904522,-0.0201,-1.377904522,-0.0097,-1.099844194,-0.01937,-1.304904522,0.015160462,1.032815849,0.0263,2.911887307,0.0236575,0.738146186,-0.04618,-4.891323309,0.0086,1.763446999,0.054,4.796694331,0.0104,1.431834235,-0.018562,-1.224104522,-0.017274,-1.097619017,-0.018562,-1.224104522,-0.0331,-2.505942374,0.0128,0.002355208,-0.0183,-1.845450702,-0.0032,-0.691774784,-0.018562,-1.224104522,0.0186,2.900184104
2006M05,-0.0018,0.422371088,-0.026286,-2.539041299,0.0206,-2.597055989,0.0221,2.422695725,-0.0056,-0.967099303,-0.0208,-2.025375139,-0.0195,-1.895375139,-0.009,-1.017404115,-0.01991,-1.936375139,0.013819277,-0.592712172,0.0238,3.315121063,0.022744,2.039654451,-0.04501,-6.624292511,0.008,2.340552351,0.0535,5.057173478,0.0113,1.117328589,-0.01851,-1.796375139,-0.017621,-1.785451159,-0.01851,-1.796375139,-0.0331667,-3.875080786,0.0123,1.989024817,-0.018,-3.138253313,-0.0038,-1.207147151,-0.01851,-1.796375139,0.0045,0.898534956
2006M06,-0.0028,0.817536929,-0.0266,0.250505288,0.0224,-0.796931517,0.021,4.824237248,-0.0055,-0.636899972,-0.021,-1.659355362,-0.0205,-1.609355362,-0.0082,-0.949593792,-0.02155,-1.714355362,0.013859813,1.314834038,0.0246,4.230420368,0.0172625,2.513737263,-0.0453,-5.964645352,0.0089,2.43625312,0.0529,5.900061454,0.0109,2.262836489,-0.018843,-1.443655362,-0.017895,-1.350329225,-0.018843,-1.443655362,-0.0335,-3.392458733,0.0125,5.706218114,-0.0184,-3.312355503,-0.004,0.36516918,-0.018843,-1.443655362,0.0061,1.11784026
2006M07,-0.0034,0.480415134,-0.026926,0.168750841,0.0231,-1.465801106,0.023,5.693361212,-0.0082,-0.787887228,-0.0211,-1.947699141,-0.0194,-1.777699141,-0.0127,-1.294695424,-0.02142,-1.979699141,0.017746461,3.40078111,0.0221,2.605926246,0.009246,1.978394666,-0.04614,-5.600893976,0.0069,2.453177356,0.0531,4.198377967,0.0108,1.412416276,-0.018678,-1.705499141,-0.017656,-1.56336487,-0.018678,-1.705499141,-0.0342,-3.830832324,0.0154,4.251323271,-0.0188,-4.328115665,-0.0034,-0.08975306,-0.018678,-1.705499141,0.006,0.716088485
2006M08,-0.001,0.37466451,-0.024913,-3.088606726,0.0277,0.741395628,0.023,4.893925743,-0.0079,-1.543760831,-0.0185,-0.423313219,-0.0188,-0.453313219,-0.0135,-1.343827117,-0.0202,-0.593313219,0.02284302,5.409068897,0.0225,2.067074583,0.0103525,2.841459197,-0.04547,-3.804406978,0.0085,1.758091978,0.0559,3.741206112,0.0127,2.612379792,-0.016935,-0.266813219,-0.015889,-0.057326374,-0.016935,-0.266813219,-0.0324,-1.929282771,0.0145,3.393021062,-0.0169,-1.512641203,-0.0024,1.348105761,-0.016935,-0.266813219,0.0042,1.195218418
2006M09,0.0016,2.077075056,-0.022349,-6.383214466,0.0298,5.736041653,0.0258,5.377245596,-0.0062,-2.177068311,-0.0161,-0.047380896,-0.016,-0.037380896,-0.0118,-1.099797264,-0.01764,-0.201380896,0.030382619,8.54246414,0.0241,2.965317235,0.01683,3.906805163,-0.04432,-4.849005007,0.0102,2.611971467,0.0576,3.461851026,0.0144,3.549433869,-0.014346,0.128019104,-0.013237,0.262050034,-0.014346,0.128019104,-0.0295917,-2.262950857,0.0165,4.902265137,-0.014,0.152737285,-0.0013,0.544111463,-0.014346,0.128019104,0.0143,2.13607404
2006M10,0.0009,2.162837573,-0.022105,-3.531228165,0.0327,6.473727777,0.021,4.449842059,-0.0079,-2.752307894,-0.017,-1.046567246,-0.0165,-0.996567246,-0.0145,-1.634777882,-0.0175,-1.096567246,0.031757827,6.942896187,0.0226,2.030094292,0.018764,2.874207804,-0.04578,-6.270143509,0.004,1.073473423,0.0698,6.096284325,0.0133,1.672548281,-0.01448,-0.794567246,-0.013355,-0.664233855,-0.01448,-0.794567246,-0.0309,-3.256844724,0.0147,2.686734937,-0.0147,0.048738427,-0.0038,-0.04172804,-0.01448,-0.794567246,0.0161,1.917637308
2006M11,0.0021,1.364295,-0.019965,-0.864979938,0.0333,3.907271946,0.0188,3.604230317,-0.0072,-2.145517172,-0.0151,-1.114907078,-0.0149,-1.094907078,-0.0135,-1.571667303,-0.01603,-1.207907078,0.03179933,4.932730205,0.0226,1.91684529,0.0151325,1.662968879,-0.04452,-5.591661137,0.0024,1.463266346,0.0742,6.921147426,0.0147,2.037008329,-0.013028,-0.907707078,-0.011755,-0.774915864,-0.013028,-0.907707078,-0.0295,-3.389349431,0.0178,3.859050354,-0.0128,0.104399625,-0.003,-0.720847141,-0.013028,-0.907707078,0.02,2.484311744
2006M12,0.0028,-0.077240029,-0.018918,-0.261426134,0.035,1.444547635,0.0236,2.735173929,-0.0073,-1.379006047,-0.014,-0.552422476,-0.014,-0.552422476,-0.016,-1.821695742,-0.01349,-0.501422476,0.030847619,4.10775411,0.0227,1.133212102,0.008375,1.266173341,-0.04471,-3.878144452,0.0027,0.201253912,0.0787,6.929505054,0.015,2.939901146,-0.012058,-0.358222476,-0.010529,-0.179966511,-0.012058,-0.358222476,-0.027875,-2.228011413,0.0186,3.39700294,-0.0109,0.440246575,-0.0013,-0.663178705,-0.012058,-0.358222476,0.0216,2.848110334
2007M01,0.0045,1.141655187,-0.017755,-1.809730933,0.0371,4.142599033,0.0219,4.847095104,-0.0082,0.857699123,-0.014,1.27188201,-0.014,1.27188201,-0.0122,-1.312132609,-0.01537,1.13488201,0.029684211,6.362967398,0.022,2.060637314,0.010096,2.554267521,-0.04563,-3.931741193,-0.0036,1.49209069,0.0838,7.716666685,0.0144,4.812779402,-0.012381,1.43378201,-0.010696,1.637711918,-0.012381,1.43378201,-0.028,-0.933642299,0.0182,4.980072537,-0.0101,1.984209982,-0.0007,0.523431199,-0.012381,1.43378201,0.0072,2.312542981
2007M02,0.0038,0.984331239,-0.017175,-3.317124303,0.0365,4.819716602,0.021373,4.760494079,-0.0082,2.410776345,-0.0133,-0.613437583,-0.0128,-0.563437583,-0.013,-1.28770868,-0.0126,-0.543437583,0.03132381,5.558014528,0.0218,2.932722228,0.012135,3.156334092,-0.04487,-5.856422692,-0.0042,1.345333514,0.0905,8.128583503,0.0136,3.189114672,-0.011918,-0.475237583,-0.010151,-0.291053867,-0.011918,-0.475237583,-0.0279,-3.201943048,0.0179,8.644657544,-0.0081,-0.073981867,-0.0006,0.485338698,-0.011918,-0.475237583,0.015,1.908048658
2007M03,0.0052,1.480470178,-0.016409,-0.126738916,0.0338,4.585689498,0.0235,6.167705882,-0.0074,3.693301437,-0.0114,-0.787092361,-0.0112,-0.767092361,-0.014,-1.4122894,-0.01557,-1.204092361,0.030336937,3.547487636,0.0231,3.526252299,0.014155,2.99318693,-0.04314,-6.631089004,-0.0034,-0.914410601,0.0972,9.139563104,0.0153,3.279781598,-0.010091,-0.656192361,-0.008274,-0.419880471,-0.010091,-0.656192361,-0.02605,-3.278953941,0.0262,6.988036053,-0.0047,0.925087213,0.0004,0.713516707,-0.010091,-0.656192361,0.008,1.09624885
2007M04,0.0075,1.865064926,-0.014531,-0.619827189,0.0349,4.378756398,0.0256,5.833420644,-0.0063,3.069777401,-0.0095,-1.015082287,-0.0092,-0.985082287,-0.0101,-1.028406873,-0.01032,-1.097082287,0.030175,3.522902507,0.0236,3.112782044,0.018558,2.421627337,-0.0421,-4.085242647,-0.0051,-1.965688778,0.1122,10.42617131,0.0169,2.913835855,-0.008147,-0.879782287,-0.006216,-0.659421689,-0.008147,-0.879782287,-0.0244,-2.555297748,0.0266,5.44125446,-0.0025,0.307327719,0.0016,0.541393656,-0.008147,-0.879782287,0.0138,1.585421102
2007M05,0.0107,1.735129584,-0.011963,2.835751581,0.039,2.366136331,0.0283,2.298582987,-0.0031,1.315740015,-0.007,0.020119633,-0.0064,0.080119633,-0.0059,-0.522337132,-0.00758,-0.037880367,0.0309,2.21196195,0.0281,1.829541782,0.0217375,2.159417599,-0.04039,-1.635850817,-0.0072,-1.979595654,0.1231,11.54183586,0.0177,2.283457427,-0.005286,0.191519633,-0.003168,0.464147497,-0.005286,0.191519633,-0.0213,-1.149718,0.0301,-1.193786301,0,1.560921527,0.0044,-0.089337349,-0.005286,0.191519633,0.014,1.805744636
2007M06,0.0111,1.868368889,-0.01227,-1.77782667,0.0434,4.672796446,0.0316,0.681804459,-0.0026,1.566650461,-0.0068,1.75834613,-0.0067,1.76834613,-0.0087,-0.586448589,-0.00715,1.72334613,0.0311,4.211571132,0.027,1.854351849,0.0184575,1.55108339,-0.04047,-0.641194424,-0.0084,1.561717758,0.1272,11.65006523,0.0174,4.076433812,-0.005322,1.90614613,-0.00307,2.050752896,-0.005322,1.90614613,-0.0198,0.241489603,0.0334,2.461667262,0.0007,3.998975611,0.0035,0.744975718,-0.005322,1.90614613,0.0099,2.650446674
2007M07,0.0101,1.253710009,-0.012921,-2.819278746,0.0421,5.691694164,0.0342,1.754813712,-0.0025,3.34599738,-0.0082,1.801594791,-0.0076,1.861594791,-0.0115,-0.693642538,-0.00921,1.700594791,0.026676087,3.668512458,0.0252,2.44803738,0.01704,1.989341453,-0.04148,-2.564101746,-0.008,1.07827796,0.1257,12.27683385,0.0165,5.312397167,-0.006038,2.017794791,-0.004042,2.13884916,-0.006038,2.017794791,-0.021125,-0.318438158,0.0347,3.128145358,0.0007,4.552910956,0.0023,0.872666647,-0.006038,2.017794791,0.0144,3.079339131
2007M08,0.0192,3.350701936,-0.003346,-4.393105192,0.0522,8.92781437,0.0397,6.448326143,-0.0008,4.244256684,0.0009,4.112569113,0.0005,4.072569113,0.0013,0.191594141,0.0013,4.152569113,0.036161607,7.420438301,0.0347,4.198769477,0.03385,5.266767408,-0.03224,-1.183409502,0.0092,4.283178517,0.1374,14.74219439,0.0284,5.642969676,0.006336,4.656169113,0.007505,4.684767365,0.006336,4.656169113,-0.0101333,3.116132026,0.0463,5.194781839,0.0127,4.455313768,0.013,1.778240947,0.006336,4.656169113,0.0254,5.107192108
